Cidade_operador;So_Agua_yes;Nat_jur_B;Nat_jur_C;PIB_capta_2017;Urbaniz;POP_TOT;POP_URB;AG001;AG001A;AG002;AG002A;AG003;AG003A;AG005;AG005A;AG006;AG007;AG010;AG011;AG013;AG013A;AG021;AG021A;AG026;AG026A;AG028;ES001;ES001A;ES002;ES002A;ES003;ES003A;ES004;ES004A;ES005;ES006;ES007;ES009;ES009A;ES028;FN001;FN002;FN003;FN004;FN005;FN006;FN008;FN008A;FN010;FN011;FN013;FN014;FN015;FN016;FN017;FN018;FN019;FN020;FN021;FN022;FN023;FN024;FN025;FN026;FN026A;FN027;FN028;FN030;FN031;FN032;FN033;FN034;FN035;FN036;FN037;QD002;QD003;QD023;QD024
3.16E+13;0;0;1;7580.28;0.34;25235;8614;6322;6368;2888;2864;3006;2985;41.07;40.72;359.9;0;277.76;277.7;2710;2684;2888;2864;6322;6368;374.48;1700;1542;808;716;854;766;7.46;7.16;56.92;56.92;87.09;808;716;25.1;1691965.72;1266375.23;425590.49;35264.16;1727229.88;1493397.68;0;249061.48;915568.01;5013.45;270050.2;241492.66;1569456.09;118277.95;1860490.28;6816.19;172756.24;0;135508.91;0;72359.52;60313.93;1197.64;9;10;1822.86;0;37044.6;103642.68;0;140687.28;0;85312.94;32965.01;118277.95;2;48;3589;2491
3.16E+13;1;0;1;6087.87;0.21;12899;2693;2240;2259;1182;1164;1201;1182;14.28;13.43;164.55;0;134.64;134.71;1098;1081;1182;1164;2240;2259;90.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;587095.92;587095.92;0;10166.31;597262.23;537224.73;0;42781.34;286969.76;2275.86;66180.47;23721.39;439529.17;37573.56;592547.59;2516.99;115444.86;0;44677.75;0;31432.37;0;479.22;3;3;15703.94;0;8004.76;26423.82;0;34428.58;0;26986.4;10587.16;37573.56;0;0;1469;859
3.16E+13;0;0;1;22530.37;0.95;89653;84758;11676;11470;5051;4939;5143;5034;50.46;50.28;796.95;796.95;531.47;531.65;4805;4720;5051;4939;11676;11470;485.39;10238;9980;4566;4445;4566;4445;45.16;44.88;366.82;366.82;464.37;4566;4445;214.93;4988305.18;2641582.11;2346723.07;60956;5049261.18;5091629.92;0;74143.54;1723613.34;52858.84;530091.19;443356.32;2900450.4;299415.78;5309189.04;18610.78;2109322.86;0;254969.85;0;116453.3;88323.81;5471.97;17;16;-104439.14;0;62479.37;166380.49;0;228859.86;0;215655.47;83760.31;299415.78;1;7;6577;4309
3.16E+13;0;0;1;13065.26;0.47;11440;5367;4941;4810;1825;1771;1988;1934;12.4;12.4;280.53;280.53;180.31;180.3;1771;1724;1825;1771;4941;4810;255.93;4584;4470;1703;1656;1850;1801;13.16;13.16;132.17;0;154.2;1703;1656;0;1086443.84;798732.32;287711.52;30206.61;1116650.45;1079160.05;0;24348.26;820690.46;39249.81;169004.58;58384.43;1222659.03;117767.16;1495669.79;6250.29;155243.6;0;94715.16;0;34802.13;21289.27;2872.77;7;6;40614.59;0;25136.02;40078.44;0;65214.46;0;84893.06;32874.1;117767.16;0;0;1768;1508
3.16E+13;1;0;1;10189.22;0.8;7553;6067;5594;5595;3010;2865;3135;3004;30.07;30.07;459.68;373.18;271.63;256.11;2875;2742;3010;2865;5594;5595;124.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1178981.99;1178981.99;0;48960.59;1227942.58;1130104.74;0;26248.87;607092.34;28079.52;85808.24;42717.66;943790.18;97379.85;1171180.81;4785.42;130010.78;0;133768.76;0;295527.84;0;4539.56;5;5;46323.66;0;16959.36;287893.46;0;304852.82;0;70137.18;27242.67;97379.85;0;0;1865;1287
3.16E+13;0;0;1;10674.65;0.46;23524;10788;10788;10882;5277;5128;5732;5489;170.71;74.93;650.19;650.19;471.54;471.64;4903;4773;5277;5128;10788;10882;868.32;5951;5529;2802;2583;3008;2724;37.76;30;188.9;173.15;235.26;2802;2583;70.83;2956616.38;2038218.76;918397.62;45158.44;3001774.82;2881151.61;0;152072.71;1656084.47;104476.42;600459.71;414690.41;3171282.44;262244.48;4117238.6;13208.65;683711.68;0;193503.85;0;148854.74;151250.88;2279.08;14;12;202067.58;0;91804.75;223788.6;0;315593.35;0;189040.69;73203.79;262244.48;0;0;4120;3020
3.16E+13;1;0;1;10510.67;0.65;15781;10256;10256;10452;5210;5132;5497;5412;46.37;46.36;693.94;598.67;515.29;515.3;4883;4823;5210;5132;10256;10452;513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2405716.85;2405716.85;0;60114.21;2465831.06;2423440.79;0;99199.27;1108883.57;35694.13;342639.98;198917.01;1920926.63;171154.68;2420658.19;9628.47;328576.88;0;198931.67;0;232827.79;0;22853.11;10;12;35860.27;0;165197.11;100112.26;0;265309.37;0;123113.66;48041.02;171154.68;0;0;4447;3271
3.16E+13;0;0;1;15595.77;0.95;26272;24991;20849;21068;9597;9559;10792;10796;88.43;87.58;1884.08;1884.08;1185.58;1185.62;9477;9490;9597;9559;20849;21068;1780.62;17756;0;8119;0;9151;0;52.55;0;141.45;0;167.87;8119;0;0.55;6164994.42;5737534.76;427459.66;122926.17;6287920.59;5811180.01;0;195601.26;2378530.51;96054.79;905602.09;454708.12;4256048.97;393913.73;5106802.6;25290.17;456839.9;0;595067.53;0;164091.4;80758.59;8357.94;30;16;-173914.07;0;102194.53;176303.57;0;278498.1;0;279814.83;114098.9;393913.73;0;0;9501;7321
3.16E+13;0;0;1;19984.58;0.73;30989;22570;20273;20173;10050;9455;10890;10299;249.52;252.18;3892.13;3892.13;1667.62;1668.05;10036;9471;10050;9455;20273;20173;2897.31;8042;7755;4086;3743;4553;4202;91.73;120.05;511.12;28.25;465.87;4086;3743;100.37;12440463.93;11472919.83;967544.1;115643.36;12556107.29;7040744.01;0;331542.62;2740367.11;239932.76;1283433.87;1592327.9;7185626.12;661168.36;9769315.31;39872.81;1922520.83;0;837583.82;0;759244.35;2830626.45;143677.78;23;23;491980.66;0;679939.34;3093482.05;0;3773421.39;0;334858.16;326310.2;661168.36;4;29;23899;17234
3.16E+13;1;0;1;92868.7;0.72;7371;5322;5169;5113;1787;1692;1874;1782;41.04;38.44;314.09;314.09;236.29;236.86;1579;1487;1787;1692;5169;5113;170.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1287599;1287599;0;28195.37;1315794.37;1235125.24;0;22939.65;522506.86;35356.34;111614.73;30253.59;752732.1;38001.65;914492.53;4425.72;123758.78;0;108458.81;0;54758.13;0;1994.67;7;7;-55458.23;0;10628.78;50549.74;0;61178.52;0;27546.48;10455.17;38001.65;0;0;2216;1833
3.16E+13;0;0;1;21422.67;0.58;23385;13465;13191;13191;8423;8064;9181;8786;116.45;111.89;2846.35;2846.35;988.34;975.01;8633;8271;8423;8064;13191;13191;2428.26;12750;11783;6117;5758;6671;6286;78.36;79.05;564.9;564.9;655.36;6117;5758;150.26;7788916.13;4835146.31;2953769.82;191052.25;7979968.38;7401483.41;0;617223.82;3315963.28;146894.98;1172604.76;1334453.03;6683265.54;595578.15;10561729.46;30463.74;3282885.77;0;331579.34;0;301549.43;358786.49;120472.83;19;18;381770.15;0;160006.59;651265.9;0;811272.49;0;344714.59;250863.56;595578.15;5;52;15206;8724
3.16E+13;1;0;1;8927.95;0.72;4255;3075;2466;2534;1015;1031;1022;1037;8.17;7.21;154.77;154.77;102.81;102.78;971;986;1015;1031;2466;2534;91.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471384.34;471384.34;0;15716.65;487100.99;450060.65;0;23333.53;372840.92;4088.36;61947.72;30226.29;516853.62;32312.24;587289.28;1920.39;38123.42;0;41350.71;0;42192.51;0;4262.17;3;3;6399.62;0;30729.78;17645.29;0;48375.07;0;23254.15;9058.09;32312.24;0;0;1084;356
3.16E+13;1;0;1;10113.3;0.73;4183;3037;3037;3069;1529;1485;1581;1537;28.07;28.07;204.95;0;168.93;169;1422;1384;1529;1485;3037;3069;183.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;817352.92;817352.92;0;19369.51;836722.43;838615.18;0;12170.2;259354.96;3862.97;121760.22;30833.69;461552.2;48711.42;652573.57;3157.83;142309.95;0;64424.86;0;35075.58;0;1684.67;3;3;-18684.5;0;7127.08;32791;0;39918.08;0;35092.65;13618.77;48711.42;0;0;1073;703
3.16E+13;1;0;1;9600.04;0.65;5454;3570;3526;3571;1603;1610;1646;1654;20;20;228.98;0;175.07;175.05;1520;1526;1603;1610;3526;3571;260.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;783884.14;783884.14;0;20546.38;804430.52;774575.34;0;31603.15;311409.24;8960.21;174584.19;87501.64;632454.11;51306.76;748150.82;3270.88;64389.95;0;62267.26;0;23823;0;2390.09;3;3;-12268.43;0;8889.21;20594.76;0;29483.97;0;36905.25;14401.51;51306.76;0;0;1276;926
3.16E+13;0;0;1;9759.43;0.31;6477;1983;1983;1905;1144;957;1162;976;16.4;13;131.25;117.5;107.96;85.89;1047;866;1144;957;1983;1905;67.81;1620;1624;827;816;839;830;7.4;7.4;57.59;0;73.81;827;816;0;509734.51;376929.27;132805.24;16629.29;526363.8;508597.42;0;20472.77;632791.55;5409.36;47275.46;54649.6;880835.26;61011.23;1045984.07;2983.87;104137.58;0;42863.45;0;234882.84;25700.57;4115.49;8;7;97845.84;0;151722.7;115960.07;0;267682.77;0;43842.6;17168.63;61011.23;0;0;1043;769
3.16E+13;1;0;1;11234.1;0.56;2775;1551;1489;1498;810;802;841;833;4.99;4.99;122.87;122.87;78.69;78.69;741;738;810;802;1489;1498;84.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370230.29;370230.29;0;8210.89;378441.18;377623.71;0;7520.66;229547.42;8881.03;55515.4;13052.52;332924.73;26219.88;398881.25;1470.39;39736.64;0;31727.76;0;13745.99;0;1207.44;2;1;-5799.4;0;4414.39;12009.43;0;16423.82;0;18864.55;7355.33;26219.88;0;0;382;285
3.16E+13;1;0;1;10988.71;0.55;6933;3842;3724;3693;1624;1577;1718;1689;14.07;14.07;226.92;0;163.37;163.39;1578;1545;1624;1577;3724;3693;210.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683057.03;683057.03;0;21855.2;704912.23;700570.65;0;4029.59;276149.55;3151.67;127839.88;23404.92;477152.01;53328.69;603844.96;3052.92;73364.26;0;60053.88;0;32664.38;0;1337.21;3;3;-13447.89;0;8749.81;28304.7;0;37054.51;0;38374.89;14953.8;53328.69;0;0;724;384
3.16E+13;1;0;1;19982.92;0.55;4709;2598;2598;2693;1634;1613;1736;1701;27.33;27.15;206.51;178.26;168.33;168.32;1534;1510;1634;1613;2598;2693;45.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;758355.15;758355.15;0;5379.32;763734.47;725476.28;0;9797.77;419226.97;9849.67;31092.92;38987.26;573234.95;53743.2;776237.14;3145.01;149258.99;0;59002.27;0;28260.83;0;1851.43;5;5;15075.86;0;6338.06;26919.21;0;33257.27;0;38730.75;15012.45;53743.2;0;0;3890;3589
3.16E+13;1;0;1;13455.43;0.81;7858;6379;5170;5240;2234;2220;2352;2349;19.39;19.39;372.25;372.25;248.95;249.28;2110;2113;2234;2220;5170;5240;382.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1253305.19;1253305.19;0;34417.22;1287722.41;1221962.6;0;13157.28;583815.72;34990.39;220672.89;54313.53;968792.93;73163.2;1151020.13;4657.8;109064;0;104791.05;0;33287.39;0;3419.62;6;6;-29790.65;0;12646.97;28717.84;0;41364.81;0;52663.33;20499.87;73163.2;2;16;1591;1219
3.16E+13;1;0;1;10546.8;0.41;5291;2187;2187;2271;1170;1153;1195;1177;16.36;14.36;178.51;157.11;119.91;120.08;1069;1055;1170;1153;2187;2271;74.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;574557.32;574557.32;0;14785.56;589342.88;575529.91;0;11580.59;384891.86;6382.53;51813.26;59870.55;553482.11;37195.19;644017.72;2243.77;53340.42;0;49023.13;0;47940.25;0;4978.82;4;4;1500.78;0;35673.33;19489.51;0;55162.84;0;26764.82;10430.37;37195.19;0;0;846;455
3.16E+13;0;0;1;11659.41;0.63;12139;7642;5297;5319;2172;2197;2248;2276;31.76;31.71;299.45;299.45;237.36;237.33;2061;2086;2172;2197;5297;5319;187.26;2452;0;1032;0;1076;0;36.75;0;51.01;44.32;0;1032;0;1.5;1034244.33;1034244.33;0;36692.19;1070936.52;1075566.9;0;112665.53;569721.23;22489.31;125738.86;223891.15;1092795.78;70757.48;1268604.83;4434.46;105051.57;0;78313.12;0;33879.49;1326093.9;893.12;7;4;72642.11;0;851718.63;513582.34;0;1365300.97;0;50879.48;19878;70757.48;0;0;3377;2206
3.16E+13;0;0;1;27366.86;0.63;7026;4437;4039;4019;2260;2187;2381;2308;26.56;25.91;307.04;307.04;258.25;258.21;2040;1980;2260;2187;4039;4019;201.37;3675;3660;2056;1991;2158;2097;13.4;13.27;185.54;182.01;238.63;2056;1991;14.48;2379768.93;1280081.63;1099687.3;28014.69;2407783.62;2372598.89;0;42404.36;852391.61;25288.04;143755.14;123457.99;1330408.06;140033.6;1698846.02;9283.69;228404.36;0;211526.05;0;52742.19;33869.27;2538.76;10;10;-26010.77;0;28816.6;69617.31;0;98433.91;0;100875.9;39157.7;140033.6;0;0;2152;1547
3.16E+13;1;0;1;15350.37;0.57;2991;1714;1714;1722;907;876;932;899;11.58;6.2;130.65;0;84.69;84.67;818;792;907;876;1714;1722;96.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;393740.05;393740.05;0;5990.99;399731.04;398166.97;0;4432.41;72702;5246.77;62848.56;11825.93;183122.85;28760.5;252403.29;1582.06;40519.94;0;33746.05;0;16209.73;0;727.12;0;0;-3246.46;0;4449.23;14069.68;0;18518.91;0;20708.51;8051.99;28760.5;0;0;495;358
3.16E+13;1;0;1;10619.29;0.73;6479;4753;3787;3822;1368;1384;1426;1431;16.92;16.92;169.15;169.15;121.67;121.65;1306;1327;1368;1384;3787;3822;132.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568320.67;568320.67;0;24214.33;592535;577774.96;0;17005.26;334574.04;18071.86;87820.32;140530.77;655829.67;44630.77;769781.89;2273.11;69321.45;0;41709;0;20652.15;0;2056.15;3;3;33123.68;0;7116.19;17865.22;0;24981.41;0;32113.34;12517.43;44630.77;1;10;1071;797
3.16E+13;0;0;1;6960.99;0.31;10129;3092;2420;2446;1177;1180;1195;1198;12.89;12.89;137.37;137.37;105.19;105.18;1066;1073;1177;1180;2420;2446;89.97;1948;1911;945;926;957;935;10.84;10.84;65.76;0;81.65;945;926;0.54;629180.29;475814.75;153365.54;18392.47;647572.76;602899.71;0;25183.26;472759.25;6327.03;60813.58;83751.94;720176.21;66846.07;877493.19;3491.06;90470.91;0;54242.95;0;89276.03;43040.87;4995.58;4;5;42281.46;0;88219.46;52584.08;0;140803.54;0;48121.73;18724.34;66846.07;0;0;1098;570
3.16E+13;1;0;1;45790.88;0.56;6684;3739;3686;3686;2149;2046;2316;2220;35.62;34.5;317.2;0;239.84;239.67;2074;1986;2149;2046;3686;3686;431.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1130557.3;1130557.3;0;20923.56;1151480.86;1146121.69;0;25477.26;395697.36;2505.4;284614.78;31434.8;767866.75;71054.24;929743.91;4478.33;90822.92;0;94830.85;0;62109.74;0;1049.54;4;4;-41216.44;0;14417.27;53220.34;0;67637.61;0;51189.24;19865;71054.24;35;317;1938;1452
3.16E+13;0;0;1;27468.44;0.92;70450;65000;61698;61226;26812;26230;29554;28985;308.09;307.81;4439.59;4350.81;3418.59;3419.41;25990;25479;26812;26230;61698;61226;4307.66;59049;58402;25756;25137;28324;27756;247.49;247.49;2599.62;1487.24;3314.14;25756;25137;290.07;26630979.35;16212312.18;10418667.17;487682.71;27118662.06;26852204.61;0;990400.21;8387135.93;141092.2;2302180.19;1851351.1;14303302.98;1782998.77;21512381.38;125817.58;5426079.63;0;2178836.68;0;961595.43;443819.37;31400.5;84;86;-557293.12;0;370341.09;1192291.79;0;1562632.88;0;1284091.71;498907.06;1782998.77;0;0;28237;21150
3.17E+13;1;0;1;12610.45;0.58;7056;4089;4089;4118;1886;1856;2190;2162;21.45;20.31;296.49;260.37;216.22;216.31;1795;1764;1886;1856;4089;4118;564.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1130053;1130053;0;12984.22;1143037.22;1114262.81;0;23864.69;493520.5;13323.75;313754.63;49446.39;1007309.63;68072.96;1227717.7;4041.83;152335.11;0;83145.24;0;39822.56;0;2330.32;6;5;54119.12;0;8544.02;37650.69;0;46194.71;0;48982.35;19090.61;68072.96;0;0;1883;1305
3.17E+13;0;0;1;14582.2;0.8;10922;8761;8181;8178;4116;4018;4373;4278;40.7;40.7;565.27;565.27;386.13;386.22;3806;3727;4116;4018;8181;8178;530.97;5376;5328;2797;2700;2911;2811;30.7;30.7;200.31;200.31;251.81;2797;2700;56.24;3082759.36;1922357.32;1160402.04;24618.09;3107377.45;3019260.7;0;33241.58;1415024.29;42405.1;342455.43;217349.64;2386087.74;224016.44;2963892.5;11921.8;353788.32;0;298181.38;0;88951.56;65190.71;4660.64;14;14;70671.9;0;42672.78;128051.93;0;170724.71;0;161479.69;62536.75;224016.44;0;0;3365;2395
3.17E+13;1;0;1;19159.53;0.78;7042;5482;5226;5222;2414;2386;2556;2529;28.08;27.02;410.52;0;291.19;291.19;2272;2241;2414;2386;5226;5222;509.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1334971.39;1334971.39;0;21349.78;1356321.17;1324689.7;0;10862.01;474932.06;6378.89;322793.58;46530.16;911888.01;79767.31;1244056.31;5440.92;252400.99;0;95363.47;0;42161.48;0;2725.83;5;5;-34110.15;0;10204.9;40123.33;0;50328.23;0;57373.24;22394.07;79767.31;0;0;1799;1182
3.17E+13;1;0;1;21262.38;0.85;7687;6516;5943;5939;2633;2592;2771;2729;33.92;33.92;393.71;393.71;323.11;323.08;2466;2434;2633;2592;5943;5939;579.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1671573.75;1671573.75;0;24664.75;1696238.5;1670561.57;0;23543.59;578156.8;21368.21;313681.09;46779.47;1028925.61;86095.89;1281033.84;6036.77;166012.34;0;136789.47;0;52265.42;0;2950.31;6;5;-67849.43;0;11946.79;49305.71;0;61252.5;0;61974.71;24121.18;86095.89;0;0;1759;1173
3.17E+13;0;0;1;14190.63;0.61;6869;4164;4048;4004;1947;1898;2012;1964;28.56;28.56;280.63;280.63;196.72;196.86;1791;1741;1947;1898;4048;4004;20.24;3471;3512;1691;1681;1709;1701;18.27;18.27;135.07;0;166.51;1691;1681;0.42;1236959.23;929658.12;307301.11;24403.87;1261363.1;1275639.23;0;28713.26;745093.95;27956.92;20211.21;169723.63;1086706.48;114764.85;1623264.76;6789.54;421793.43;0;85562.53;0;44362;25327.29;2137.91;8;8;38158.24;0;22347.43;56269.31;0;78616.74;0;82654.55;32110.3;114764.85;0;0;1985;1548
3.17E+13;1;0;1;9503.11;0.36;6236;2226;2213;2213;997;1012;1065;1080;13.07;13.07;148.42;0;101.71;101.62;918;927;997;1012;2213;2213;149.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457684.82;457684.82;0;9879.17;467563.99;463210.23;0;14402.05;187958.24;662.82;99780.39;18482.28;539735.46;33819.47;631607.88;1898.79;58052.95;0;23944.58;0;51805.21;0;1539.92;1;1;208907.15;0;5614.85;49629.07;0;55243.92;0;24277.84;9541.63;33819.47;0;0;836;476
3.17E+13;0;0;1;28837.28;0.99;32069;31719;28667;28382;12817;12484;13761;13460;174.46;167.14;2340.58;2340.58;1475.88;1476.7;12464;12181;12817;12484;28667;28382;3695;25463;25262;11496;11280;12086;11901;114.53;136.36;1041.31;125.27;1254.2;11496;11280;282.4;9715046.24;7285870.19;2429176.05;244734.57;9959780.81;9774748.04;0;187007.56;3469083.58;151139.61;1244640.12;1393411.83;7361970.52;922443.08;9990868.82;51027.27;1706455.22;0;796236.92;0;543054.09;557680.53;182839.49;23;23;307458.46;0;271317.8;1063283.58;0;1334601.38;0;576006.62;346436.46;922443.08;10;142;18336;10871
3.17E+13;1;0;1;10289.83;0.59;5352;3180;3044;3073;1548;1492;1597;1543;16.61;16.61;209.76;209.76;171.96;172.02;1406;1359;1548;1492;3044;3073;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;807423.85;807423.85;0;9311.48;816735.33;797290.13;0;18185.13;304837.52;24563.03;105374.16;25803.16;550683.04;48967;680818.87;3214.3;81168.83;0;65879.89;0;41793.31;0;1691.08;4;4;24225.28;0;7946.96;38751.73;0;46698.69;0;35271.04;13695.96;48967;0;0;1217;874
3.17E+13;1;0;1;20881.59;0.39;4209;1659;1659;1738;888;868;927;903;13.37;11.58;97.04;0;72.84;72.89;815;796;888;868;1659;1738;123.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311573.23;311573.23;0;1864.07;313437.3;296627.59;0;8029.11;193187.95;1237.51;84462.63;26574.14;349112.39;28505.45;420519.24;1361.93;42901.4;0;23132.14;0;296523.26;0;3880.8;1;1;20518.02;0;28202.04;273563.95;0;301765.99;0;20547.33;7958.12;28505.45;0;0;355;210
3.17E+13;1;0;1;10407.41;0.37;3527;1297;1297;1325;753;743;766;755;9.63;9.63;96.51;96.51;77.32;77.31;699;688;753;743;1297;1325;82.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342330.96;342330.96;0;9046.94;351377.9;347852.41;0;12564.27;211835.27;9499.5;56003.94;31411.04;338734.26;23863.16;444383.05;1444.51;81785.63;0;23127.07;0;31724.02;0;3189.29;2;2;6857.44;0;23027.29;13330.53;0;36357.82;0;17181.88;6681.28;23863.16;0;0;631;335
3.17E+13;1;0;1;9538.21;0.52;7319;3818;3753;3745;1479;1469;1633;1618;9.81;9.81;218.2;218.2;167.13;167.23;1390;1382;1479;1469;3753;3745;118.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;737997.32;737997.32;0;17798.53;755795.85;728365.9;0;7823.12;417508.08;12584.07;79193;29063.2;643951.37;50649.41;764688.17;3124.76;70087.39;0;66289.25;0;25212.51;0;2375.51;3;3;39313.77;0;8803.63;21909.15;0;30712.78;0;36474.31;14175.1;50649.41;0;0;658;342
3.17E+13;0;0;1;7279.88;0.41;4293;1740;1465;1511;776;777;799;806;9.54;9.54;106.16;0;68.16;68.14;736;737;776;777;1465;1511;117.47;1102;1113;600;583;607;598;9.38;9.38;39.86;0;51.79;600;583;0.36;382782.93;292537.1;90245.83;15309.97;398092.9;397185.66;0;24203.13;258099.9;572.9;79335.14;105632.28;518535.25;43793.64;680517.57;2240.86;118188.68;0;21193.21;0;37518.92;20408.97;3327.59;3;3;53701.82;0;30684.74;32811.6;0;63496.34;0;31528.53;12265.11;43793.64;0;0;1329;915
3.17E+13;0;0;1;23499.28;0.65;786;508;508;521;296;291;304;298;2.61;2.61;58.27;0;34.01;34.01;263;259;296;291;508;521;45.63;485;482;273;267;279;272;2.03;1.9;24.86;0;31.34;273;267;0;240686.43;175323.13;65363.3;1677.18;242363.61;210389.24;0;507.5;43009.99;12.64;31419.65;13249.25;106188.84;17888.81;182428.69;1221.04;58351.04;0;18054.86;0;4616.77;334261.28;138.11;0;0;442.45;0;5637.06;334600.14;0;340237.2;0;12896.76;4992.05;17888.81;0;0;251;157
3.17E+13;0;0;1;9492.86;0.81;8685;6994;5865;5972;2535;2556;2601;2626;36.5;36.5;508.86;508.86;238.13;238.18;2394;2418;2535;2556;5865;5972;543.07;3099;2999;1366;1314;1366;1314;5.54;5.54;97.36;97.36;113.42;1366;1314;42.02;1491760.64;1049966.11;441794.53;87178.76;1578939.4;1360614.9;0;202399.74;555579.08;4.49;268197.14;230501.95;1139605.47;123371.17;1778663.58;6569.77;515686.94;0;86476.5;0;185060.79;59992.98;10854.49;5;4;-1153.69;0;90448.06;172029.97;0;262478.03;0;88823.22;34547.95;123371.17;13;199;2798;1431
3.17E+13;1;0;1;30096.24;0.74;11493;8449;8025;7380;3529;3109;3807;3382;49.94;42.49;583.99;583.99;469.79;466.16;3356;2952;3529;3109;8025;7380;696.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2587419.94;2587419.94;0;28168.58;2615588.52;2518549.61;0;18997.16;914046.71;33434.7;332048.38;65671.76;1449729.43;110735.3;1734780.58;8710.21;174315.85;0;224520.88;0;313295.56;0;1734.6;9;9;-119993;0;172392.73;151347.64;0;323740.37;0;80342.08;30393.22;110735.3;0;0;2473;1081
3.17E+13;1;0;1;15957.83;0.87;7670;6688;6227;6267;2879;2844;3055;3032;36.6;36.6;420.88;420.88;351.82;351.71;2684;2667;2879;2844;6227;6267;245.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1640210.32;1640210.32;0;39783.42;1679993.74;1634372.79;0;17198.11;616436.4;65120.75;161396.28;52386.85;1011844.04;95066.43;1242547.64;6571.67;135637.17;0;146187.77;0;53999.81;0;3260.31;6;6;-29684.01;0;12675.65;51156.14;0;63831.79;0;68430.95;26635.48;95066.43;1;9;2326;1493
3.17E+13;1;0;1;7317.87;0.39;4752;1856;1856;1862;963;949;1014;1003;33.25;33.23;113.14;113.14;92.65;92.64;897;885;963;949;1856;1862;38.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;397973.72;397973.72;0;3783.82;401757.54;389496.71;0;9626.16;262612.85;14061.23;25875.15;18538.73;351925.93;31521.7;436080.01;1730.92;52632.38;0;34863.07;0;19769.84;0;406.29;2;2;-4025.1;0;5324.77;16582.28;0;21907.05;0;22699.61;8822.09;31521.7;0;0;836;637
3.17E+13;0;0;1;10477.27;0.62;20993;12993;10259;10386;4362;4325;4547;4508;82.69;82.51;572.99;572.99;448.89;449;4023;4010;4362;4325;10259;10386;901.67;7846;7744;3407;3320;3486;3393;72.8;72.8;267.31;267.31;344.51;3407;3320;47.54;3644344.29;2131819.34;1512524.95;94182.68;3738526.97;3546780.87;0;141448.13;2066809.9;59810.2;478462.59;416489.79;3356920.38;248644.56;4273342.65;14826.78;667777.71;0;262942.62;0;195447.54;135905.25;18959.74;21;21;72405.28;0;175701.93;189437.38;0;365139.31;0;179050.2;69594.36;248644.56;0;0;4677;3039
3.17E+13;1;0;1;11794.57;0.65;2258;1472;1472;1494;688;672;708;691;6.4;6.4;87.66;0;67.71;67.69;644;627;688;672;1472;1494;91.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313960.8;313960.8;0;2687.46;316648.26;297339.89;0;18457.57;112711.66;646.35;59764.85;8680.9;204841.75;21766.43;252637.57;1264.71;26029.39;0;26840.49;0;12411.36;0;549.24;1;1;-3802.5;0;3455.3;10770.01;0;14225.31;0;15691.31;6075.12;21766.43;0;0;184;103
3.17E+13;1;0;1;9696.43;0.39;19528;7573;5656;5615;2593;2516;3221;3119;17.36;17.36;436.15;436.15;330.11;330.08;2871;2766;2593;2516;5656;5615;348.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1487773.6;1487773.6;0;36932.65;1524706.25;1510511.09;0;20040.17;711593.51;16483.63;233446.24;45521.15;1124052.25;99507.08;1350658.52;6167.57;127099.19;0;144527.64;0;55140.15;0;4679.56;6;6;-27519.92;0;17692.62;48294.66;0;65987.28;0;71655.2;27851.88;99507.08;0;0;1578;1077
